,Run 800 Meters; 40 sdhp 24/16 KB?s; 40 Walking Lunges with Kettlebells 24/16; 40 knees to elbows; Run 800 Meters
1674,"Workout of the Day; A.; Three sets of:; Turkish Get-Ups x 2 reps each arm; Rest 45 seconds; Romanian Deadlift x 6-8 reps @ 3011; Rest 45 seconds; Bottoms Up Kettlebell Carry x 20 meters each arm; B.; In teams of two, with only one person working at a time, perform 80 reps each for time of:; Kettlebell Swings; Immediately followed by?; In teams of two, with only one person working at a time, perform 40 reps each for time of:; Toes to Bar; Partition your reps as you see fit"
1675,"Workout of the day; A.; Four sets of:; Walking Lunges with Dumbbells x 20 steps @ 20X0; Rest 60 seconds between sets; *NOTE ? If you think this will be easy, you?re not working with heavy enough weights. Make each set very challenging.; B.; In teams of two, with only one person working at any time, complete as many rounds and reps as possible in 20 minutes of:; 200 Meter Row; 10 Burpees"
1676,"Workout of the Day; Four sets for max reps of:; 60 seconds of Rowing (for calories); Rest 60 seconds (while your partner rows if you have a teammate); 60 seconds of Jumping Squats (75/55 lbs); Rest 60 seconds; 60 seconds of Strict Pull-Ups (any grip); Rest 60 seconds; 60 seconds of Push-Ups (focus on good ROM); Rest 60 seconds; ??????-; Invictus is Hiring!; Find out more here!; ??????-; Athletes, do you want to see CJ ride the Assault Bike?; Vote now for Invictus and CJ will ride one calorie on the Assault Bike for every vote we get!; Click here to vote now"
1677,Workout of the Day; A.; Four sets of:; Bulgarian Goat Bag Swings x 15 reps; Rest 45 seconds; Single-Leg Hip Bridges x 10 reps each leg @ 2011; Rest 45 seconds; Reverse Snow Angels x 15-20 reps; Rest 45 seconds; B.; Two sets of:; Row 500 Meters; Rest 5 minutes
1678,"Workout of the Day; A.; Every 90 seconds, for 30 minutes (5 sets of each station):; Station 1 ? Front-Foot Elevated Split Squat with DBs x 6 reps each leg @ 3111; Station 2 ? Strict Handstand Push-Ups or L-Seated DB Press x 10-12 reps @ 2111; Station 3 ? Supine Ring Row x 10-12 reps @ 2111; Station 4 ? Reverse Snow Angels x 15-20 reps (slow and controlled); B.; Three sets of:; Nose-to-Wall Handstand Hold x 45-60 seconds; Rest 30 seconds; Couch Stretch x 90 seconds each leg; Rest 30 seconds"
1679,"Workout of the Day; A.; In teams of two, alternating complete rounds, complete as many rounds and reps as possible in 25 minutes of:; 100 Meter Farmer?s Carry (32/24 kg kettlebells); 10 Jumping Air Squats; 10 Jumping Split Lunges; B.; 12 Minutes of Partner-Assisted Quad and Calf Smashing"
1680,"Workout of the Day; A.; Four sets of:; Ring Rows x 10-12 reps @ 2111; Rest 45 seconds; Russian Step-Ups x 8-10 reps each leg; Rest 45 seconds; Dumbbell Shoulder Press x 8-10 reps @ 2010; Rest 45 seconds; B.; In teams of two, partners alternate to complete 8 rounds each of:; Ball Slams x 10 reps; 100 Meter Run"
1681,Complete as many rounds and reps as possible in 7 minutes of:; 15 Kettlebell Swings; 5 Strict Pull-Ups
1682,"Workout of the Day; CrossFit Games Open Event 15.3; Complete as many rounds and reps as possible in 14 minutes of:; 7 muscle-ups; 50 wall-ball shots; 100 double-unders; Men use 20-lb. ball to 10 feet, Women use 14-lb. ball to 9 feet; OR?; CrossFit Games Open Event 15.3 ? Scaled Division; Complete as many rounds and reps as possible in 14 minutes of:; 50 wall-ball shots; 200 single-unders; Men use 20-lb. ball to 9 feet, Women use 10-lb. ball to 9 feet"
1683,"Workout of the Day; In teams of three, with only one partner working at a time, complete 3 rounds each of:; Row 500 Meters; 8 Front Squats (225/155 lbs ? from the ground); followed immediately by?; In teams of three, with only one partner working at a time, complete 3 rounds each of:; Row 500 Meters; 8 Thrusters (135/95 lbs"
1684,"A.; Every 2 minutes, for 16 minutes (8 sets):; Back Squat; *Set 1 ? 8 reps; *Set 2 ? 8 reps; *Set 3 ? 6 reps; *Set 4 ? 6 reps; *Set 5 ? 4 reps; *Set 6 ? 4 reps; *Set 7 ? 2 reps; *Set 8 ? 2 reps; Build in load every set?but make each set challenging.; B.; Every 4 minutes, for 20 minutes (5 sets):; 20 Wall Ball Shots; 20 Box Jump-Overs or Step-Overs; Note times for each set, and add them for total working time (e.g., 1:28 + 1:32 + 1:30 + 1:34 + 1:36 = 7:10"
1685,"CrossFit Games Open Event 16.5; Complete rounds of 21, 18, 15, 12, 9, 6 and 3 reps for time of:; Thrusters; Bar-Facing Burpees; RX Division ? 95/65 lbs; Scaled Division ? 65/45 lbs"
1686,Workout of the Day; A.; Three sets of:; Good Mornings x 8-10 reps @ 3011; Rest 45 seconds; Turkish Get-Ups x 2 reps each arm; Rest 45 seconds; Plank Hold x 45 seconds; Rest 45 seconds; B.; Five sets of:; 30 seconds of Kettlebell Swings; Rest 30 seconds; 30 seconds of Mountain Climbers; Rest 30 seconds
1687,Workout of the Day; CrossFit Games Open Event 15.5; For Time:; 27 Calorie Row; 27 Thrusters (95/65 lbs); 21 Calorie Row; 21 Thrusters; 15 Calorie Row; 15 Thrusters; 9 Calorie Row; 9 Thrusters; OR?; CrossFit Games Open Event 15.5 (Scaled); For Time:; 27 Calorie Row; 27 Thrusters (65/45 lbs); 21 Calorie Row; 21 Thrusters; 15 Calorie Row; 15 Thrusters; 9 Calorie Row; 9 Thrusters
1688,"Every 4 minutes, for 20 minutes (5 sets):; 40 Kettlebell Swings; 30 Goblet Squats"
1689,"Workout of the Day; CrossFit Games Open Event 15.2; Every 3 minutes for as long as possible complete:; From 0:00-3:00; 2 rounds of:; 10 Overhead Squats (95/65 lbs); 10 Chest-to-Bar Pull-Ups; From 3:00-6:00; 2 rounds of:; 12 Overhead Squats (95/65 lbs); 12 Chest-to-Bar Pull-Ups; From 6:00-9:00; 2 rounds of:; 14 Overhead Squats (95/65 lbs); 14 Chest-to-Bar Pull-Ups; Etc., following same pattern until you fail to complete both rounds within the 3-minute period.; OR; CrossFit Games Open Event 15.2 ? Scaled Division; Every 3 minutes for as long as possible complete:; From 0:00-3:00; 2 rounds of:; 6 overhead squats (65 / 45 lb.); 6 chin-over-bar pull-ups; From 3:00-6:00; 2 rounds of:; 8 overhead squats (65 / 45 lb.); 8 chin-over-bar pull-ups; From 6:00-9:00; 2 rounds of:; 10 overhead squats (65 / 45 lb.); 10 chin-over-bar pull-ups; Etc., following same pattern until you fail to complete both rounds within the 3-minute period"
1690,"A.; Every minute, on the minute, for 15 minutes:; Minute 1 ? Front Squat or Goblet Squat x 10 reps; (goal is to use as much as was used last week ? when you did 8 reps); Minute 2 ? Russian Kettlebell Swings x 12-15 reps; Minute 3 ? Strict Pull-Ups x 5-6 reps; (add external weight if you?re able to make the rep range easily); B.; Complete as many rounds and reps as possible in 12 minutes of:; Run 400 Meters; 20 Alternating Reverse Lunges with Kettlebell Farmer?s Carry"
1691,"A.; Every 2 minutes, for 18 minutes:; Minutes 1-2, 7-8 & 13-14: Supine Ring Row x 10 reps @ 2111; Minutes 3-4, 9-10 & 15-16: Nose-to-Wall Handstand Hold x 45-60 seconds; Minutes 5-6, 11-12 & 17-18: Hollow Rocks or Holds x 45-60 seconds; B.; Every 4 minutes, for 20 minutes (5 sets):; Row 500 Meters; 20 Jumping Lunges; 20 Push-Ups; Alternatively, perform in teams of two as quickly as possible. As soon as the Concept 2 is available, the next person may start rowing. Goal is for both partners to finish their 5 sets as quickly as possible"
1692,"Workout of the Day; A.; For max reps:; Strict Pronated-Grip Pull-Ups; Rest 90 seconds; Strict Mixed-Grip Pull-Ups; Rest 90 seconds; Strict Supinated-Grip Pull-Ups; If you?re using assistance, use the same level of assistance for every set.; B.; For time:; Row 1000 Meters; 20 Burpees Over the Concept 2; 40 Thrusters (45/33 lbs"
1693,"Workout of the Day; Five sets for max reps of:; 60 seconds of Rowing (for calories); 60 seconds of Burpees; 60 seconds of Box Jumps (24?/20?); Rest 60 seconds; Tackle this in teams of 3-4, one teammate following the preceding on the top of each minute"
1694,"Workout of the Day; A.; Three sets of:; Single-Leg Deadlift x 6-8 reps each leg @ 3011; Rest 30 seconds between legs, rest 60 seconds after; Nose-to-Wall Handstand Hold x 45-60 seconds; Rest 60 seconds; Supine Ring Row x 10-12 reps @ 2111; (get as horizontal as possible); B.; Complete as many rounds and reps as possible in 15 minutes of:; Run 200 Meters; 10 Alternating Single-Arm DB Snatches; 20 Jumping Lunges"
1695,"Workout of the Day; The Three Wise Men Tribute; ?Jeremy?; Complete as many rounds and reps as possible in 4 minutes of:; 5 Hang Squat Snatch; 10 Burpees Over the Barbell; (Elite = 185/125 lbs, RX = 135/95 lbs, Scaled = 95/65 lbs); Rest 2 minutes, and then?; ?Ben?; Complete as many rounds and reps as possible in 4 minutes of:; 10 Power Cleans; 20 Pull-Ups; (Elite = 185/125 lbs, RX = 135/95 lbs, Scaled = 95/65 lbs); Rest 2 minutes, and then?; ?Beau?; Complete as many rounds and reps as possible in 4 minutes of:; 15 Box Jump-Overs; 30 Wall Ball Shots; (Elite & RX = 24?/20?; Scaled ? 24?/20? Step-Overs Allowed); (Elite & RX = 20/14 lbs; Scaled ? 14/8 lbs"
1696,Workout of the Day; A.; Five sets of:; Push Press x 8-10 reps; Rest 45 seconds; Isometric Hold ? Chin Over the Bar x 15-30 seconds; (weighted so that 20-30 seconds is a challenge); Rest 45 seconds; Russian Step-Ups x 10 reps each leg; Rest 45 seconds; B.; For time:; Run 600 Meters; 30 Barbell Thrusters; Run 600 Meters
1697,A.; Five sets of:; Barbell Shoulder Press x 8-10 reps @ 20X1; Rest 45 seconds; Flutter Kicks x 30-45 seconds; Rest 45 seconds; Bottom?s Up Kettlebell Carry x 50 feet each arm; Rest 45 seconds; B.; Complete as many rounds and reps as possible in 8 minutes of:; 5 Strict Pull-Ups; 10 Single-Arm Dumbbell Snatches; 200 Meter Run
1698,"A.; Four sets of:; Dumbbell Walking Lunges x 20 steps @ 1010; Rest 45 seconds; Single Arm Dumbbell Row x 10 reps each arm @ 2111; Rest 45 seconds; Plank Hold x 45 seconds; Rest 45 seconds; B.; In teams of two, alternating after full rounds, complete 10 rounds total (5 rounds each) for time of:; 20 Kettlebell Swings; 15 Wall Ball Shots"
1699,"Optional 5k Turkey Trot ? Road Race; If there is a local 5k in your neighborhood for Thanksgiving, show up, register yourself, and see how fast you can motor through a 5k run?or just run it with friends and family and enjoy being surrounded by loved ones and some fresh air"
1700,"Partners alternate whole rounds for time and complete four rounds each of:; Row 250 Meters; Kettlebell or Dumbbell Single-Arm Push Press x 5 reps each arm; Goblet Squats x 10 reps; Run 300 Meters; (Partner A completes 250 meters, Single-Arm Press x 10 total reps, Goblet Squats x 10 reps, and a 300 meter run while Partner B rests; Partner B starts on the row as soon as Partner A completes the 300 meter run"
1701,"Workout of the Day; A.; Three sets of:; Single-Arm Dumbbell Row x 8-10 reps @ 2111; Rest 45 seconds; Dumbbell Bench Press x 8-10 reps @ 2011; Rest 45 seconds; Waiter Walk x 25-yard each arm; Rest 45 seconds; Mountain Climbers x 30 reps; Rest 45 seconds; B.; Against a 2-minute running clock, complete:; Row 300 Meters; Push Press (Dumbbell or Barbell); Rest 2 minutes between sets, and complete a total of four sets"
1702,Workout of the Day; A.; Three sets of:; Romanian Deadlift x 6-8 reps @ 3011; Rest 60 seconds; Turkish Get-Ups x 2 reps each arm; Rest 60 seconds; Double-Under Practice x 60 seconds; Rest 60 seconds; B.; For time:; Row 30 Calories; 30 Burpees; 30 Wall Ball Shots; 30 Kettlebell Swings; 30 Dumbbell Push Press; Row 30 Calories
1703,Workout of the Day; A.; Three sets of:; Back Squat x 8-10 reps @ 30X1; Rest 30 seconds; Dumbbell External Rotation x 8-10 reps @ 2020; Rest 30 seconds; Kettlebell Swings x 15-20 reps; Rest 2 minutes; B.; Complete as many rounds and reps as possible in 10 minutes of:; 5 Dumbbell Man-Makers; 100 Meter Run
1704,Workout of the Day; A.; Four sets of:; Seesaw Press x 8-10 reps each arm; Rest 30 seconds; Dumbbell Walking Lunge x 20 steps; Rest 30 seconds; Turkish Get-Up x 2 reps each arm; Rest 30 seconds; Prone Plank Hold x 45-60 seconds; Rest 30 seconds; B.; Four sets for times of:; Run 400 Meters; 20 Kettlebell Swings; Rest 90 seconds
1705,Workout of the Day; In teams of two complete as many rounds and reps as possible in 25 minutes of:; 50 Wall Ball Shots; 40 Kettlebell Swings; 30 Burpees; 20 Pull-Ups; 100 Meter Run with Partner
1706,Workout of the Day; A.; Four sets of:; Dumbbell Shoulder Press x 8-10 reps @ 2010; Rest 45 seconds; Russian Step-Ups with Dumbbells x 8-10 reps each leg @ 20X0; Rest 45 seconds; Toes to Bar x 7-10 reps; Rest 45 seconds; B.; Complete as many rounds and reps as possible in 12 minutes of:; 12 Burpee Box Jump Overs; 100 Meter Run
1707,"Workout of the Day; A.; Three sets of:; Bulgarian Split Squat x 8-10 reps each @ 30X0; Rest 30 seconds; Single-Arm Trap 3 Raises x 8-10 reps @ 2111; Rest 30 seconds; B.; Rounds of 15, 12 and 9 reps for time of:; Thrusters; Burpees; (recommended weights 135/95 lbs"
1708,"Workout of the Day; In teams of two, alternating each movement, complete ten rounds of:; 10 Dumbbell Hang ?Clusters?; 10 Burpees; Run 300 Meters; (Partner A performs 10 hang ?Clusters?; Partner B performs 10 burpees; Partner A runs 300 Meters; Partner B performs 10 hang ?Clusters?; etc?. A ?Cluster? is a Clean into a Thruster"
1709,"Workout of the Day; A.; Three sets of:; Dumbbell Bench Press x 8-10 reps @ 30X0; Rest 45 seconds; Kettlebell Swings x 20-25 reps; Rest 45 seconds; Elbows to High Plank x 10 reps; Rest 45 seconds; Ring Row x 8-10 reps @ 3111; Rest 45 seconds; B.; In teams of two, with only one partner working at a time, complete four sets each for time of:; Row 500 Meters; 20 Wall Ball Shots"
1710,"Workout of the Day; In teams of two, you and your partner will move through five stations trying to score as many reps/points as possible in the following movements:; 60 seconds of Kettlebell Swings; 60 seconds of Rest; 60 seconds of Push-Ups; 60 seconds of Rest; 60 seconds of Box Jump Overs; 60 seconds of Rest; 60 seconds of Burpees; 60 seconds of Rest; 60 seconds of Anchored Sit-Ups; 60 seconds of Rest; One partner works for the entire 60 seconds, and then rests while their partner works for 60 seconds. Each partner will cycle through until they complete each station three times"
1711,"Workout of the Day; A.; Every 2 minutes, for 20 minutes (5 sets) of:; Station 1 ? Front-Racked Alternating Reverse Lunges x 8-10 reps each leg @ 20X1; Station 2 ? 60 seconds of Strict Handstand Push-Ups for max reps; B.; Four rounds for time of:; 10 Toes to Bar; 15 Box Jumps; 20 Wall Ball Shots"
1712,"Workout of the Day; Seven rounds for time of:; 7 Burpees; 7 Box Jumps; 7 Dumbbell Ground to Overhead; (You will complete this workout in teams of two or three, with only one partner working at a time. One partner will blast through a full round before the next begins. Repeat until all teammates have completed seven rounds"
1713,"Workout of the Day; A.; Every 2 minutes, for 18 minutes (3 sets of each):; Station 1 ? Arch to Hollow Rolls x 20 reps; (alternate from holding a supine hollow body position to a prone arch/superman position without your hands or feet touching the floor); Station 2 ? Supine Ring Rows x 10-12 reps @ 2111; (get as horizontal as possible, maintain engaged glutes and abdominals throughout the movement); Station 3 ? 45-60 seconds of Handstand Walking ? use a partner to assist if necessary; (OR 45-60 second Nose-to-Wall Handstand Hold if you need more time to get comfortable upside down); B.; Complete rounds of 21, 15 and 9 reps for time of:; Thrusters (135/95 lbs); Pull-Ups; Burpees"
1714,Workout of the Day; A.; Three sets of:; Front-Racked Alternating Lunges x 8-10 reps each leg @ 2011; Rest 60-90 seconds; Turkish Get-Ups x 2-3 reps each arm; Rest 60-90 seconds; Side Planks x 30-45 seconds each side; Rest 60-90 seconds; B.; Complete as many rounds and reps as possible in 5 minutes of:; Dumbbell Weighted Burpees x 3 reps; Alternating Dumbbell Rows from the Plank x 5 reps (each arm); Dumbbell Thrusters x 7 reps; Rest two minutes and then repeat
1715,"Workout of the Day; A.; Three sets of:; Dumbbell or Barbell Push Press x 6-8 reps; Rest 45 seconds; Single Leg Hip Bridge x 8-10 reps each leg @ 2011; Rest 45 seconds; Partnered Leg Tosses x 15-20 reps; Rest 45 seconds; B.; Every minute, on the minute for 16 minutes:; Even minutes ? 10 Burpees; Odd minutes ? 8 Tall Box Jumps; (you pick the height ? jump up and step down"
1716,"Workout of the Day; A.; Four sets of:; Dumbbell or Barbell Push Press x 6-8 reps; Rest 45 seconds; Single Leg Hip Bridge x 6-8 reps each leg @ 3011; Rest 45 seconds; Dumbbell Alternating Reverse Lunges x 10 reps each leg @ 10X0; Rest 45 seconds; B.; Against a 60 second running clock, for a total of five sets, perform as many reps as possible of:; 10 Kettlebell Swings; Max Reps of Barbell or Dumbbell Thrusters; Rest 60 seconds between sets.; Score is max number of thrusters completed during the workout. Note reps performed each set as well so that you can track your consistency ? or drop off"
1717,Workout of the Day; A.; Three sets of:; Front Squat x 6 reps @ 31X1; Rest 60 seconds; Supine Ring Rows x 10-12 reps @ 2111; Rest 60 seconds; Double-Under Practice x 60 seconds; Rest 60 seconds; B.; Two sets for times of:; Row 500 Meters; 40 Push-Ups; 20 Toes to Bar; Rest 4-5 minutes between sets
1718,"Workout of the Day; A.; Four sets of:; Russian Step-Ups x 10 reps each leg; Rest 45 seconds; Supine Ring Rows x 10-12 reps @ 2111; Rest 45 seconds; Push-Ups x 12-15 reps @ 2011; Rest 45 seconds; B.; In teams of two, partners alternate complete rounds to complete as many rounds and reps as possible in 12 minutes of:; 12 Wall Ball Shots (20/12 lbs); 12 Burpees"
1719,3 rounds for time of:; Run 400m; 7 Power Snatches 135/95#; 7 OHS 135/95#
1720,As many rounds as possible in 15 minutes; Run 200m; 7 Power clean 155/105; 15 Ab mat sit-ups
1721,"WORKOUT 12.2; MEN - includes Masters Men up to 54 years old; Proceed through the sequence below completing as many reps as possible in 10 minutes of:; 75 pound Snatch, 30 reps; 135 pound Snatch, 30 reps; 165 pound Snatch, 30 reps; 210 pound Snatch, as many reps as possible; WOMEN - includes Masters Women up to 54 years old; Proceed through the sequence below completing as many reps as possible in 10 minutes of:; 45 pound Snatch, 30 reps; 75 pound Snatch, 30 reps; 100 pound Snatch, 30 reps; 120 pound Snatch, as many reps as possible"
1722,WORKOUT 12.4; MEN - includes Masters Men up to 54 years old; Complete as many rounds and reps as possible in 12 minutes of:; 150 Wall balls (20 lbs to 10' target); 90 Double-unders; 30 Muscle-ups; WOMEN - includes Masters Women up to 54 years old; Complete as many rounds and reps as possible in 12 minutes of:; 150 Wall balls (14 lbs to 9' target); 90 Double-unders; 30 Muscle-ups
1723,"WORKOUT 12.5; MEN - includes Masters Men up to 54 years old; Complete as many reps as possible in 7 minutes following the rep scheme below:; 100 pound Thruster, 3 reps; 3 Chest to bar Pull-ups; 100 pound Thruster, 6 reps; 6 Chest to bar Pull-ups; 100 pound Thruster, 9 reps; 9 Chest to bar Pull-ups; 100 pound Thruster, 12 reps; 12 Chest to bar Pull-ups; 100 pound Thruster, 15 reps; 15 Chest to bar Pull-ups; 100 pound Thruster, 18 reps; 18 Chest to bar Pull-ups; 100 pound Thruster, 21 reps; 21 Chest to bar Pull-ups...; This is a timed workout. If you complete the round of 21, go on to 24. If you complete 24, go on to 27, etc.; WOMEN - includes Masters Women up to 54 years old; Complete as many reps as possible in 7 minutes following the rep scheme below:; 65 pound Thruster, 3 reps; 3 Chest to bar Pull-ups; 65 pound Thruster, 6 reps; 6 Chest to bar Pull-ups; 65 pound Thruster, 9 reps; 9 Chest to bar Pull-ups; 65 pound Thruster, 12 reps; 12 Chest to bar Pull-ups; 65 pound Thruster, 15 reps; 15 Chest to bar Pull-ups; 65 pound Thruster, 18 reps; 18 Chest to bar Pull-ups; 65 pound Thruster, 21 reps; 21 Chest to bar Pull-ups...; This is a timed workout. If you complete the round of 21, go on to 24. If you complete 24, go on to 27, etc."
